C1,C2,text,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,sentiment,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30
87,,https://youtu.be/uAX_fcYw3uQ?si=guI6sy1WIh_ubaAj,https://t.me/six_seasons_and_a_movie_channel/946?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,656,0,1706288265,1733431324,0,null,"[{""ner"":""3"",""lemma"":""3"",""label"":""NUM"",""start_pos"":25,""end_pos"":26},{""ner"":""6"",""lemma"":""6"",""label"":""NUM"",""start_pos"":35,""end_pos"":36},{""ner"":""1"",""lemma"":""1"",""label"":""NUM"",""start_pos"":38,""end_pos"":39}]",NEUTRAL,eng,,1,0,0,0,1,0,0,0,0,0,0,0,0,true
87,,"«Лило и Стич», сериал по «Чужому», продолжение «Головоломки» — любуемся новыми постерами будущих премьер!
Что хотите посмотреть больше всего?
Ждем комментарий от Родиона
🪓
🔥
«Кинопоиск»",https://t.me/kinopoisk/42411?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,87400,0,1732521778,1733431325,0,null,"[{""ner"":""Лило и Стич"",""lemma"":""лило и стич"",""label"":""ORG"",""start_pos"":1,""end_pos"":12},{""ner"":""Чужому"",""lemma"":""чужому"",""label"":""ORG"",""start_pos"":26,""end_pos"":32},{""ner"":""Головоломки"",""lemma"":""головоломка"",""label"":""ORG"",""start_pos"":48,""end_pos"":59},{""ner"":""Родиона"",""lemma"":""родион"",""label"":""PER"",""start_pos"":162,""end_pos"":169},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":175,""end_pos"":184}]",NEUTRAL,rus,,26,0,0,1,0,0,2,4,2,1,7,0,14,true
87,,"Новый трейлер
«Преступления и наказания»
🪓
Первые четыре эпизода уже посмотрели более двух миллионов подписчиков Плюса, собрав крайне полярные мнения. Остальные шесть серий выйдут уже 30 ноября.
Очень хочется посмотреть, как Раскольников окончательно сходит с ума. Ждем!",https://t.me/kinopoisk/42413?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,71000,0,1732528005,1733431325,0,null,"[{""ner"":""Плюса"",""lemma"":""плюс"",""label"":""PER"",""start_pos"":113,""end_pos"":118},{""ner"":""Раскольников"",""lemma"":""раскольников"",""label"":""PER"",""start_pos"":225,""end_pos"":237},{""ner"":""30 ноября"",""lemma"":""30 ноября"",""label"":""DATE"",""start_pos"":184,""end_pos"":193}]",NEUTRAL,rus,,37,0,0,1,0,0,5,7,0,3,10,7,8,true
87,,"— Кстати, смотрели «Солтберн»?
— Что это?
Сергей Безруков — это «Участок», «Бригада», Иешуа, Пушкин, Есенин, Высоцкий… Теперь же он — еще и Фёдор Плевако в одноименном сериале Premier.
Андрей Захарьев — вопросы, Виктор Юльев — фото, всё вместе —
большой и важный разговор
с артистом.
О танцах, ролевых моделях из прошлого, 1990-х и жизни по понятиям, экранизации «Капитанской дочки», творческих ограничениях и участии в культовых «Куклах».
Обнимаем берёзку и читаем!
🔥
«Кинопоиск»",https://t.me/kinopoisk/42414?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,91800,0,1732531223,1733431325,0,null,"[{""ner"":""Солтберн"",""lemma"":""солтберн"",""label"":""ORG"",""start_pos"":20,""end_pos"":28},{""ner"":""Сергей Безруков"",""lemma"":""сергей безруков"",""label"":""PER"",""start_pos"":42,""end_pos"":57},{""ner"":""Бригада"",""lemma"":""бригада"",""label"":""ORG"",""start_pos"":76,""end_pos"":83},{""ner"":""Иешуа"",""lemma"":""иешуа"",""label"":""PER"",""start_pos"":86,""end_pos"":91},{""ner"":""Пушкин"",""lemma"":""пушкин"",""label"":""PER"",""start_pos"":93,""end_pos"":99},{""ner"":""Есенин"",""lemma"":""есенин"",""label"":""PER"",""start_pos"":101,""end_pos"":107},{""ner"":""Высоцкий"",""lemma"":""высоцкий"",""label"":""PER"",""start_pos"":109,""end_pos"":117},{""ner"":""Фёдор Плевако"",""lemma"":""фёдор плевако"",""label"":""PER"",""start_pos"":140,""end_pos"":153},{""ner"":""Андрей Захарьев"",""lemma"":""андрей захарьев"",""label"":""PER"",""start_pos"":185,""end_pos"":200},{""ner"":""Виктор Юльев"",""lemma"":""виктор юльев"",""label"":""PER"",""start_pos"":212,""end_pos"":224},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":470,""end_pos"":479},{""ner"":""1990"",""lemma"":""1990"",""label"":""NUM"",""start_pos"":323,""end_pos"":327}]",NEUTRAL,rus,,73,0,1,0.99230766,0.0076923077,0,8,3,4,0,19,4,39,true
87,,"Пол Мескал вместо Тимоти Шаламе — именно так
решил
Ридли Скотт.
Звезда «Нормальных людей» настолько впечатлил режиссера «Гладиатора» своей игрой в сериале, что роль Луция в сиквеле сразу отошла ему, хотя ранее на нее претендовал Тимоти Шаламе.
🔥
— Ридли Скотт не ошибся!
❤️
— Уточка говорит «зря-зря»…
🔥
«Кинопоиск»",https://t.me/kinopoisk/42415?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,92900,0,1732538486,1733431325,0,null,"[{""ner"":""Пол Мескал"",""lemma"":""пол мескал"",""label"":""PER"",""start_pos"":0,""end_pos"":10},{""ner"":""Тимоти Шаламе"",""lemma"":""тимоти шаламе"",""label"":""PER"",""start_pos"":18,""end_pos"":31},{""ner"":""Ридли Скотт"",""lemma"":""ридли скотт"",""label"":""PER"",""start_pos"":51,""end_pos"":62},{""ner"":""Гладиатора"",""lemma"":""гладиатор"",""label"":""ORG"",""start_pos"":121,""end_pos"":131},{""ner"":""Луция"",""lemma"":""луция"",""label"":""PER"",""start_pos"":165,""end_pos"":170},{""ner"":""Тимоти Шаламе"",""lemma"":""тимоти шаламе"",""label"":""PER"",""start_pos"":229,""end_pos"":242},{""ner"":""Ридли Скотт"",""lemma"":""ридли скотт"",""label"":""PER"",""start_pos"":248,""end_pos"":259},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":305,""end_pos"":314}]",NEUTRAL,rus,,50,0,0,1,0,0,1,6,2,0,8,7,21,true
87,,"Отечественные сериалы продолжают радовать интересными проектами.
«Дети перемен»
— свежий взгляд на жизнь в 90-х, рассказывающий о матери-одиночке и трех ее сыновьях, растущих на сломе эпох и тысячелетий.
Сюжет понятный и известный всем нам, окруженный родной для нас эстетикой и пронизанный духом перемен. Окунуться в беспокойные годы можно только на
Wink.ru
.",https://t.me/kinosom/7312?embed=1&mode=tme,https://t.me/,https://t.me/s/kinosom,28900,0,1732190811,1733431325,0,null,"[{""ner"":""Wink.ru"",""lemma"":""wink.ru"",""label"":""ORG"",""start_pos"":351,""end_pos"":358},{""ner"":""90"",""lemma"":""90"",""label"":""NUM"",""start_pos"":107,""end_pos"":109}]",NEUTRAL,rus,,52,0,0,0.98507464,0.014925373,0,8,7,2,1,18,1,10,true
87,,"В кинотеатрах вышла дерзкая комедия «Зять» с Нагиевым в главной роли от создателей хита прошлого года — фильма «Тёща».
По сюжету образцовый семьянин узнает, что любимая дочь встречается с его ровесником и другом, с которым их связывает бурная молодость.
Интересно, удастся ли влюблённым сохранить отношения?",https://t.me/kinosom/7314?embed=1&mode=tme,https://t.me/,https://t.me/s/kinosom,27600,0,1732197748,1733431325,0,null,"[{""ner"":""Нагиевым"",""lemma"":""нагиевым"",""label"":""PER"",""start_pos"":45,""end_pos"":53}]",NEUTRAL,rus,,45,0,1,1,0,0,8,6,2,0,15,0,11,true
87,,"Глен Пауэлл на первых кадрах со съемок «Бегущего человека» Эдгара Райта.
Предыдущая экранизация романа Стивена Кинга вышла в 1987 году, в главной роли тогда блистал Арнольд Шварценеггер.
Современный взгляд на историю об игре на выживание выйдет 21 ноября 2025 года.
🍿
Фильмы на вечер",https://t.me/kinosom/7317?embed=1&mode=tme,https://t.me/,https://t.me/s/kinosom,31400,0,1732205111,1733431325,0,null,"[{""ner"":""Глен Пауэлл"",""lemma"":""глен пауэлл"",""label"":""PER"",""start_pos"":0,""end_pos"":11},{""ner"":""Эдгара Райта"",""lemma"":""эдгар райт"",""label"":""PER"",""start_pos"":59,""end_pos"":71},{""ner"":""Стивена Кинга"",""lemma"":""стивен кинг"",""label"":""PER"",""start_pos"":103,""end_pos"":116},{""ner"":""Арнольд Шварценеггер"",""lemma"":""арнольд шварценеггер"",""label"":""PER"",""start_pos"":165,""end_pos"":185},{""ner"":""21 ноября 2025"",""lemma"":""21 ноября 2025"",""label"":""DATE"",""start_pos"":245,""end_pos"":259},{""ner"":""1987"",""lemma"":""1987"",""label"":""NUM"",""start_pos"":125,""end_pos"":129},{""ner"":""2025"",""lemma"":""2025"",""label"":""NUM"",""start_pos"":255,""end_pos"":259}]",NEUTRAL,rus,,44,0,0,1,0,0,8,3,0,0,15,1,6,true
87,,"Герой ваших снов (Dream Scenario). История о том, как однажды один профессор стал появляться во снах жителей Земли. И к чему привела его эта внезапная популярность, о которой он не просил. Наверное, можно было бы снять фильм в другом ключе, но авторы посчитали, что лучше сделать драму, чем что-то развлекательное. Наверное, такой вариант более правдоподобный, но сам фильм получился не особо увлекательным. Понятное дело, что отсылка к Фредди Крюгеру в фильме тоже присутствует.",https://t.me/six_seasons_and_a_movie_channel/936?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,480,0,1705383843,1733431325,0,null,"[{""ner"":""Земли"",""lemma"":""земля"",""label"":""LOC"",""start_pos"":109,""end_pos"":114},{""ner"":""Фредди Крюгеру"",""lemma"":""фредди крюгер"",""label"":""PER"",""start_pos"":437,""end_pos"":451}]",NEUTRAL,rus,,73,0,1,0.9782609,0.02173913,0,8,9,7,1,16,8,17,true
87,,"Локи (Loki). Досмотрел второй сезон. Воротили, воротили и перенавыворотили в итоге. Простую охоту за беглыми вариантами превратили в предотвращение глобального абзаца, который закончился для самого Локи чем-то не совсем понятным. В том смысле, что неясно, будет ли третий сезон, а если будет, то о чем он будет, ибо… В общем, я затрудняюсь сказать, хорошо закончился сезон или плохо. В интернете пока что тоже ничего определенного нет. Поэтому просто подождем…",https://t.me/six_seasons_and_a_movie_channel/937?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,498,0,1705532542,1733431325,0,null,"[{""ner"":""Локи (Loki)"",""lemma"":""локи (loki)"",""label"":""PER"",""start_pos"":0,""end_pos"":11},{""ner"":""Локи"",""lemma"":""локи"",""label"":""PER"",""start_pos"":198,""end_pos"":202}]",NEUTRAL,rus,,69,0,3,0.98888886,0.011111111,0,11,11,9,0,11,5,19,true
87,,"Отзыв на мини сериал:
""Абсолютное зло""
Мальчика отправляют в интернат для юношей.
Насилие, дедовщина, беспредел и безразличие учителей.
Наш герой решает взбунтоваться против законов в интернете.
Получится у него или нет.... посмотрите",https://t.me/six_seasons_and_a_movie_channel/938?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,504,0,1705612033,1733431325,0,null,null,NEUTRAL,rus,,32,0,0,1,0,0,1,5,1,0,15,0,9,true
87,,"Мельница/The Mill, 2023, фантастика, триллер, драма.
Фильм практически из ""одного актёра"". Зашёл как ни странно хоть и с нигером. Конец неожиданно-ожиданный, ибо такого придумать... Чем-то напомнил платформу, где жрачка вверх/вниз каталась.",https://t.me/six_seasons_and_a_movie_channel/940?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,460,0,1706109125,1733431325,0,null,"[{""ner"":""/The Mill"",""lemma"":""/the mill"",""label"":""ORG"",""start_pos"":8,""end_pos"":17},{""ner"":""2023"",""lemma"":""2023"",""label"":""NUM"",""start_pos"":19,""end_pos"":23}]",NEUTRAL,rus,,31,0,0,0.9622642,0.03773585,0,3,4,3,2,10,6,15,true
87,,"Абсолютное зло (Ondskan). Скандинавский сериал про школу для мальчиков, в которой все не слишком хорошо, несмотря на очень жесткие правила. Пить, курить, трахаться нельзя, но не всем. Как обычно, имеется школьный совет из «мажоров», для которых правила чуть более особенные. Ну и, конечно же, имеется главный герой с трудной судьбой, который решает чуток изменить систему. Все действие разворачивается в конце 50х, начале 60х годов прошлого столетия, когда Европа была еще довольно консервативной. Отсюда и все проблемы. Но, к счастью, обошлось без гомосеков. В целом все довольно неплохо получилось, да еще и с хэппи-эндом, но почему-то мне чего-то чуть-чуть не хватило. Не знаю, чего именно.",https://t.me/six_seasons_and_a_movie_channel/941?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,550,0,1706110104,1733431325,0,null,"[{""ner"":""Европа"",""lemma"":""европа"",""label"":""LOC"",""start_pos"":457,""end_pos"":463},{""ner"":""50"",""lemma"":""50"",""label"":""NUM"",""start_pos"":410,""end_pos"":412},{""ner"":""60"",""lemma"":""60"",""label"":""NUM"",""start_pos"":422,""end_pos"":424}]",NEUTRAL,rus,,104,1,1,0.993007,0.006993007,0,10,12,11,2,24,19,31,true
87,,"Ли Миллер прошла путь от успешной модели и фотографа-сюрреалиста до фотожурналистки, сделавшей одни из главных снимков на Второй мировой войне, — и именно о ней рассказывает фильм «Великая», вышедший в российский прокат.
Главную роль сыграла Кейт Уинслет, которая долгие годы стремилась сделать это кино и во время простоя сама платила съемочной группе.
Удалось ли актрисе показать, сколь удивительной была судьба Миллер, разбираемся в
обзоре
«Великой».
🔥
«Кинопоиск»",https://t.me/kinopoisk/42397?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,87800,0,1732453206,1733431326,0,null,"[{""ner"":""Ли Миллер"",""lemma"":""ли миллер"",""label"":""PER"",""start_pos"":0,""end_pos"":9},{""ner"":""Кейт Уинслет"",""lemma"":""кейт уинслет"",""label"":""PER"",""start_pos"":242,""end_pos"":254},{""ner"":""Миллер"",""lemma"":""миллер"",""label"":""PER"",""start_pos"":414,""end_pos"":420},{""ner"":""Великой"",""lemma"":""великий"",""label"":""ORG"",""start_pos"":444,""end_pos"":451},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":457,""end_pos"":466}]",NEUTRAL,rus,,67,0,0,1,0,0,12,11,2,0,20,1,17,true
87,,"Премьера «Конклава» — отличный повод вспомнить главные роли Рэйфа Файнса
🎭
#КП_Вопрос
🔥
«Кинопоиск»",https://t.me/kinopoisk/42398?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,88900,0,1732460522,1733431326,0,null,"[{""ner"":""Рэйфа Файнса"",""lemma"":""рэйфа файнса"",""label"":""PER"",""start_pos"":60,""end_pos"":72},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":89,""end_pos"":98}]",NEUTRAL,rus,,14,0,0,1,0,0,2,1,0,0,5,0,8,true
87,,"#ФильмДня —
«Выстрел в пустоту»
,
в котором Николай Костер-Вальдау исполнил главную роль.
Когда-то Джейкоб Харлон имел семью, а также был успешным биржевым маклером. Все изменилось после аварии, в которой по вине Харлона погиб его коллега. Оказавшись в тюрьме, он сталкивается с миром жестокости и насилия, где нужно бороться за авторитет и место под солнцем.
Заключительный фильм в тюремной трилогии Рика Романа Во. Напряженно, динамично, честно — эта криминальная драма не заигрывает со зрителем, а бросает ему вызов. Через призму преступного мира картина показывает, как человек меняется в экстремальной ситуации и какое влияние оказывают принятые им решения.
🔥
«Кинопоиск»",https://t.me/kinopoisk/42402?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,102300,0,1732471331,1733431326,0,null,"[{""ner"":""ФильмДня"",""lemma"":""фильмдня"",""label"":""ORG"",""start_pos"":1,""end_pos"":9},{""ner"":""Николай Костер-Вальдау"",""lemma"":""николай костёр-вальдау"",""label"":""PER"",""start_pos"":44,""end_pos"":66},{""ner"":""Джейкоб Харлон"",""lemma"":""джейкоб харлон"",""label"":""PER"",""start_pos"":99,""end_pos"":113},{""ner"":""Харлона"",""lemma"":""харлона"",""label"":""PER"",""start_pos"":213,""end_pos"":220},{""ner"":""Рика Романа Во"",""lemma"":""рик роман во"",""label"":""PER"",""start_pos"":401,""end_pos"":415},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":666,""end_pos"":675}]",NEUTRAL,rus,,99,0,0,1,0,0,9,13,7,0,28,9,24,true
87,,"«Гладиатор 2» показал крупнейшее открытие проката по миру в карьере Ридли Скотта.
Пока фильм стартовал лишь за рубежом, при этом собрав аж $87 млн — это лучшее открытие среди R-фильмов у Paramount.
На этой неделе стартует прокат в США. Бюджет ленты составил около $210 млн.
🍿
Фильмы на вечер",https://t.me/kinosom/7311?embed=1&mode=tme,https://t.me/,https://t.me/s/kinosom,31700,0,1732188611,1733431326,0,null,"[{""ner"":""Ридли Скотта"",""lemma"":""ридли скотт"",""label"":""PER"",""start_pos"":68,""end_pos"":80},{""ner"":""Paramount"",""lemma"":""paramount"",""label"":""ORG"",""start_pos"":187,""end_pos"":196},{""ner"":""США"",""lemma"":""сша"",""label"":""LOC"",""start_pos"":231,""end_pos"":234},{""ner"":""2"",""lemma"":""2"",""label"":""NUM"",""start_pos"":11,""end_pos"":12},{""ner"":""87"",""lemma"":""87"",""label"":""NUM"",""start_pos"":140,""end_pos"":142},{""ner"":""210"",""lemma"":""210"",""label"":""NUM"",""start_pos"":265,""end_pos"":268},{""ner"":""$210 "",""lemma"":""$210 "",""label"":""DATE"",""start_pos"":264,""end_pos"":269},{""ner"":""$87 "",""lemma"":""$87 "",""label"":""DATE"",""start_pos"":139,""end_pos"":143}]",NEUTRAL,rus,,49,0,2,0.96875,0.03125,0,2,5,1,5,17,1,8,true
87,,"День Благодарения (Thanksgiving). Классический слэшер про маньяка, который на День Благодарения решил чуть-чуть поизрезать народ, бегая в маске и имея на это свои извращенные причины. Все до предела стандартно. Убийца, как обычно, дворецкий. Поэтому больше писать особо нечего.",https://t.me/six_seasons_and_a_movie_channel/931?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,423,0,1704548002,1733431326,0,null,null,NEUTRAL,rus,,38,0,0,0.98039216,0.019607844,0,3,6,3,0,8,6,11,true
87,,"Я посмотрел ""Инспектор Гаврилов"" с Виктором Добронравовым и Натальей Зенцовой на данный момент 4 серии из 17. 4 серии прямо залпом посмотрел, правда они короткие по 17 минут, выходят по 1 серии по вторникам и четвергам - сериал напоминает с Кириллом Плетневым ""Чужой"" где подобно кто-то скрывается в другом городе и становится полицейским раскрывающим уголовные дела легко. В общем смотрится легко, до конца(17 серий) если поделить по 2 серии в неделю неблизко. Еще месяца полтора",https://t.me/six_seasons_and_a_movie_channel/932?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,434,0,1704548149,1733431326,0,null,"[{""ner"":""Виктором Добронравовым"",""lemma"":""виктор добронравов"",""label"":""PER"",""start_pos"":35,""end_pos"":57},{""ner"":""Натальей Зенцовой"",""lemma"":""наталья зенцовой"",""label"":""PER"",""start_pos"":60,""end_pos"":77},{""ner"":""Кириллом Плетневым"",""lemma"":""кирилл плетнёв"",""label"":""PER"",""start_pos"":241,""end_pos"":259},{""ner"":""4"",""lemma"":""4"",""label"":""NUM"",""start_pos"":95,""end_pos"":96},{""ner"":""17"",""lemma"":""17"",""label"":""NUM"",""start_pos"":106,""end_pos"":108},{""ner"":""4"",""lemma"":""4"",""label"":""NUM"",""start_pos"":110,""end_pos"":111},{""ner"":""17"",""lemma"":""17"",""label"":""NUM"",""start_pos"":165,""end_pos"":167},{""ner"":""1"",""lemma"":""1"",""label"":""NUM"",""start_pos"":186,""end_pos"":187},{""ner"":""17"",""lemma"":""17"",""label"":""NUM"",""start_pos"":408,""end_pos"":410},{""ner"":""2"",""lemma"":""2"",""label"":""NUM"",""start_pos"":435,""end_pos"":436}]",NEUTRAL,rus,,75,0,2,1,0,0,7,9,5,7,17,7,11,true
87,,"В никуда/Nowhere, 2023. Драма/триллер. Испания.
Ебейшая квинтэссенция безысходности, но воли к жизни.
Такого пиздеЦа даже у гаражного жителя не было.
Переживал до самой последней минуты.
Валерия тебе специально рекомендую. Платочками только запасись.",https://t.me/six_seasons_and_a_movie_channel/933?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,415,0,1704922524,1733431326,0,null,"[{""ner"":""Испания"",""lemma"":""испания"",""label"":""LOC"",""start_pos"":39,""end_pos"":46},{""ner"":""2023"",""lemma"":""2023"",""label"":""NUM"",""start_pos"":18,""end_pos"":22}]",NEGATIVE,rus,,32,0,1,0.98,0.02,0,4,4,1,1,10,2,12,true
87,,"Меч короля (Bastarden) с Маддсом Миккельсеном. Бравый скандинавский капитан вернулся с войны, получил дворянский титул и кусок бесплодной земли в награду. А вместе с тем и кучу проблем. В общем, кино о том, что жизнь тогда была не самым увлекательным занятием, а формальный хэппи энд выглядит не таким уж и счастливым. Мне нравится Маддс Миккельсен, поэтому досмотрел, но если говорить объективно, то кино не супер.",https://t.me/six_seasons_and_a_movie_channel/934?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,447,0,1705246082,1733431326,0,null,"[{""ner"":""Маддсом Миккельсеном"",""lemma"":""маддсом миккельсеном"",""label"":""PER"",""start_pos"":25,""end_pos"":45},{""ner"":""Маддс Миккельсен"",""lemma"":""маддс миккельсен"",""label"":""PER"",""start_pos"":332,""end_pos"":348}]",NEGATIVE,rus,,65,0,2,0.98734176,0.012658228,0,9,6,3,0,16,5,14,true
87,,"Джекпот (Arme Riddere). Представьте себе, чтобы было, если бы Гай Ричи был родом из Скандинавии. Вот это бы и получилось. Шальные деньги, бандиты, перестрелки и все увеличивающееся количество трупов. Ну и, конечно же, черный юмор в придачу. Кино старенькое уже, 2011-го года, но если кто не видел, то рекомендую. Если жанр устраивает.",https://t.me/six_seasons_and_a_movie_channel/935?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,485,0,1705260138,1733431326,0,null,"[{""ner"":""Джекпот (Arme Riddere)"",""lemma"":""джекпот (arme riddere)"",""label"":""PER"",""start_pos"":0,""end_pos"":22},{""ner"":""Гай Ричи"",""lemma"":""гай ричи"",""label"":""PER"",""start_pos"":62,""end_pos"":70},{""ner"":""Скандинавии"",""lemma"":""скандинавия"",""label"":""LOC"",""start_pos"":84,""end_pos"":95},{""ner"":""2011"",""lemma"":""2011"",""label"":""NUM"",""start_pos"":262,""end_pos"":266}]",NEUTRAL,rus,,52,0,0,0.9714286,0.028571429,0,4,7,3,0,11,3,18,true
87,,"#ФильмДня —
«Господин Никто»
⌛️
Отдаленное будущее. Люди получили бессмертие и теперь наблюдают в телешоу то, что больше никогда не встретят — наступление смерти. Под прицелом камер находится 118-летний Немо Никто, рассказывающий свою историю.
Фильм Жако ван Дормеля не просто увлекает, но и затрагивает фундаментальные вопросы нашей жизни. Немо рассказывает не одну, а несколько параллельных историй, тем самым акцентируя внимание на темах выбора, судьбы и их влиянии на нас. Эта картина не станет охотно давать ответы, а значит после просмотра вам точно будет о чем подумать.
🔥
«Кинопоиск»",https://t.me/kinopoisk/42393?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,96300,0,1732384917,1733431327,0,null,"[{""ner"":""ФильмДня"",""lemma"":""фильмдня"",""label"":""ORG"",""start_pos"":1,""end_pos"":9},{""ner"":""Немо Никто"",""lemma"":""немо никто"",""label"":""PER"",""start_pos"":203,""end_pos"":213},{""ner"":""Жако ван Дормеля"",""lemma"":""жако ван дормеля"",""label"":""PER"",""start_pos"":250,""end_pos"":266},{""ner"":""Немо"",""lemma"":""немо"",""label"":""PER"",""start_pos"":341,""end_pos"":345},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":581,""end_pos"":590},{""ner"":""118"",""lemma"":""118"",""label"":""NUM"",""start_pos"":192,""end_pos"":195}]",NEUTRAL,rus,,88,0,0,1,0,0,5,13,7,2,23,6,22,true
87,,"«Истории игрушек 2» исполняется 25 лет!
Продолжение нашло своих преданных фанатов, а также заняло третью строчку в списке самых кассовых картин 1999 года.
Сегодня предлагаем пересмотреть наше
видеоэссе
об эволюции Pixar, в котором мы среди прочего разбираем мультфильмы об оживших игрушках, а также пытаемся понять, какую роль они сыграли в становлении студии.
🔥
«Кинопоиск»",https://t.me/kinopoisk/42394?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,81600,0,1732431726,1733431327,0,null,"[{""ner"":""Pixar"",""lemma"":""pixar"",""label"":""ORG"",""start_pos"":214,""end_pos"":219},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":364,""end_pos"":373},{""ner"":""2"",""lemma"":""2"",""label"":""NUM"",""start_pos"":17,""end_pos"":18},{""ner"":""25"",""lemma"":""25"",""label"":""NUM"",""start_pos"":32,""end_pos"":34},{""ner"":""1999"",""lemma"":""1999"",""label"":""NUM"",""start_pos"":144,""end_pos"":148}]",NEUTRAL,rus,,54,0,0,0.9859155,0.014084507,0,6,10,3,2,17,3,12,true
87,,"«Дети перемен» — портрет 1990-х, как если бы его хотели снять в 1990-е (но не могли).
Новый сериал Любови Львовой и Сергея Тарамаева рассказывает о простой постсоветской семье, на долю которой выпадает самое лихое и непредсказуемое время.
Рассказываем в
материале
об авторах «Детей», подаривших нам «Черную весну», звездном актерском касте и о том, что уже благодаря первым эпизодам можно ожидать от сериала.
🔥
«Кинопоиск»",https://t.me/kinopoisk/42395?embed=1&mode=tme,https://t.me/,https://t.me/s/kinopoisk,83900,0,1732438926,1733431327,0,null,"[{""ner"":""Любови Львовой"",""lemma"":""любовь львов"",""label"":""PER"",""start_pos"":99,""end_pos"":113},{""ner"":""Сергея Тарамаева"",""lemma"":""сергей тарамаева"",""label"":""PER"",""start_pos"":116,""end_pos"":132},{""ner"":""Кинопоиск"",""lemma"":""кинопоиск"",""label"":""ORG"",""start_pos"":412,""end_pos"":421},{""ner"":""1990"",""lemma"":""1990"",""label"":""NUM"",""start_pos"":25,""end_pos"":29},{""ner"":""1990"",""lemma"":""1990"",""label"":""NUM"",""start_pos"":64,""end_pos"":68}]",NEUTRAL,rus,,64,0,0,1,0,0,12,8,4,0,15,2,20,true
87,,"Оставь мир позади, Leave the World behind, 2023. Триллер, драма, с Юлькой Робертс. Постарела, но не потеряла шарма.
Кин на один раз, не доработали режиссёры + конец обосрались. Не хватило запалу. Но на раз вполне себе годно.",https://t.me/six_seasons_and_a_movie_channel/925?embed=1&mode=tme,https://t.me/,https://t.me/s/six_seasons_and_a_movie_channel,389,0,1702999315,1733431327,0,null,"[{""ner"":""Триллер"",""lemma"":""триллер"",""label"":""PER"",""start_pos"":49,""end_pos"":56},{""ner"":""Юлькой Робертс"",""lemma"":""юлька робертс"",""label"":""LOC"",""start_pos"":67,""end_pos"":81},{""ner"":""2023"",""lemma"":""2023"",""label"":""NUM"",""start_pos"":43,""end_pos"":47}]",POSITIVE,rus,,37,0,0,0.92,0.08,0,0,5,1,2,10,3,12,true
